"Data","Descrição","Valor",""
"22/10/2018 18:28:22","Bônus Mineração - Contrato de mineração #161796 - 0.300 CMP - 2018-10-22","0.546",""
"22/10/2018 18:27:12","Bônus Mineração - Contrato de mineração #174017 - 0.400 CMP - 2018-10-22","0.748",""
"22/10/2018 18:27:10","Bônus Mineração - Contrato de mineração #173977 - 0.300 CMP - 2018-10-22","0.5610000000000001",""
"22/10/2018 18:24:38","Bônus Mineração - Contrato de mineração #170476 - 0.300 CMP - 2018-10-22","0.5610000000000001",""
"22/10/2018 18:24:36","Bônus Mineração - Contrato de mineração #170446 - 0.500 CMP - 2018-10-22","0.9350000000000001",""
"22/10/2018 16:30:40","Bônus Mineração - Contrato de mineração #94150 - 1.200 CMP - 2018-10-22","2.172",""
"22/10/2018 09:33:59","Pagamento Pedido EBUB52","103",""
"21/10/2018 15:00:20","Bônus Mineração - Contrato de mineração #199570 - 4.700 CMP - 2018-10-21","8.695",""
"21/10/2018 14:59:00","Bônus Mineração - Contrato de mineração #197274 - 6.300 CMP - 2018-10-21","11.655",""
"21/10/2018 14:58:45","Bônus Mineração - Contrato de mineração #196861 - 0.300 CMP - 2018-10-21","0.555",""
"21/10/2018 14:57:42","Bônus Mineração - Contrato de mineração #195041 - 1.500 CMP - 2018-10-21","2.775",""
"21/10/2018 14:49:52","Bônus Mineração - Contrato de mineração #181659 - 0.100 CMP - 2018-10-21","0.185",""
"21/10/2018 14:45:24","Bônus Mineração - Contrato de mineração #174017 - 0.400 CMP - 2018-10-21","0.74",""
"21/10/2018 14:45:23","Bônus Mineração - Contrato de mineração #173977 - 0.300 CMP - 2018-10-21","0.555",""
"21/10/2018 14:43:26","Bônus Mineração - Contrato de mineração #170476 - 0.300 CMP - 2018-10-21","0.555",""
"21/10/2018 14:43:25","Bônus Mineração - Contrato de mineração #170446 - 0.500 CMP - 2018-10-21","0.925",""
"21/10/2018 14:23:26","Bônus Mineração - Contrato de mineração #170075 - 1.500 CMP - 2018-10-21","2.745",""
"21/10/2018 14:18:10","Bônus Mineração - Contrato de mineração #161823 - 0.700 CMP - 2018-10-21","1.281",""
"21/10/2018 14:18:10","Bônus Mineração - Contrato de mineração #161814 - 0.200 CMP - 2018-10-21","0.366",""
"21/10/2018 14:18:09","Bônus Mineração - Contrato de mineração #161811 - 0.200 CMP - 2018-10-21","0.366",""
"21/10/2018 14:18:09","Bônus Mineração - Contrato de mineração #161808 - 0.200 CMP - 2018-10-21","0.366",""
"21/10/2018 14:18:09","Bônus Mineração - Contrato de mineração #161796 - 0.300 CMP - 2018-10-21","0.549",""
"21/10/2018 11:25:48","Bônus Mineração - Contrato de mineração #94150 - 1.200 CMP - 2018-10-21","2.208",""
"20/10/2018 16:36:57","Bônus Mineração - Contrato de mineração #199570 - 4.700 CMP - 2018-10-20","8.554",""
"20/10/2018 16:35:35","Bônus Mineração - Contrato de mineração #197274 - 6.300 CMP - 2018-10-20","11.466",""
"20/10/2018 16:35:20","Bônus Mineração - Contrato de mineração #196861 - 0.300 CMP - 2018-10-20","0.546",""
"20/10/2018 16:34:10","Bônus Mineração - Contrato de mineração #195041 - 1.500 CMP - 2018-10-20","2.73",""
"20/10/2018 16:30:46","Bônus Mineração - Contrato de mineração #170075 - 1.500 CMP - 2018-10-20","2.745",""
"20/10/2018 16:23:32","Bônus Mineração - Contrato de mineração #161823 - 0.700 CMP - 2018-10-20","1.281",""
"20/10/2018 16:23:31","Bônus Mineração - Contrato de mineração #161814 - 0.200 CMP - 2018-10-20","0.366",""
"20/10/2018 16:23:31","Bônus Mineração - Contrato de mineração #161811 - 0.200 CMP - 2018-10-20","0.366",""
"20/10/2018 16:23:31","Bônus Mineração - Contrato de mineração #161808 - 0.200 CMP - 2018-10-20","0.366",""
"20/10/2018 16:23:30","Bônus Mineração - Contrato de mineração #161796 - 0.300 CMP - 2018-10-20","0.549",""
"20/10/2018 16:23:30","Bônus Mineração - Contrato de mineração #181659 - 0.100 CMP - 2018-10-20","0.182",""
"20/10/2018 16:17:29","Bônus Mineração - Contrato de mineração #174017 - 0.400 CMP - 2018-10-20","0.728",""
"20/10/2018 16:17:27","Bônus Mineração - Contrato de mineração #173977 - 0.300 CMP - 2018-10-20","0.546",""
"20/10/2018 16:14:57","Bônus Mineração - Contrato de mineração #170476 - 0.300 CMP - 2018-10-20","0.546",""
"20/10/2018 16:14:55","Bônus Mineração - Contrato de mineração #170446 - 0.500 CMP - 2018-10-20","0.91",""
"20/10/2018 14:31:42","Bônus Mineração - Contrato de mineração #94150 - 1.200 CMP - 2018-10-20","2.196",""
"19/10/2018 20:20:08","Bônus Mineração - Contrato de mineração #199570 - 4.700 CMP - 2018-10-19","8.648",""
"19/10/2018 20:18:30","Bônus Mineração - Contrato de mineração #197274 - 6.300 CMP - 2018-10-19","11.592",""
"19/10/2018 20:18:15","Bônus Mineração - Contrato de mineração #196861 - 0.300 CMP - 2018-10-19","0.552",""
"19/10/2018 20:17:09","Bônus Mineração - Contrato de mineração #195041 - 1.500 CMP - 2018-10-19","2.76",""
"19/10/2018 20:08:13","Bônus Mineração - Contrato de mineração #181659 - 0.100 CMP - 2018-10-19","0.184",""
"19/10/2018 20:03:40","Bônus Mineração - Contrato de mineração #174017 - 0.400 CMP - 2018-10-19","0.736",""
"19/10/2018 20:03:38","Bônus Mineração - Contrato de mineração #173977 - 0.300 CMP - 2018-10-19","0.552",""
"19/10/2018 20:01:39","Bônus Mineração - Contrato de mineração #170476 - 0.300 CMP - 2018-10-19","0.552",""
"19/10/2018 20:01:38","Bônus Mineração - Contrato de mineração #170446 - 0.500 CMP - 2018-10-19","0.92",""
"19/10/2018 19:44:59","Bônus Mineração - Contrato de mineração #170075 - 1.500 CMP - 2018-10-19","2.73",""
"19/10/2018 19:39:33","Bônus Mineração - Contrato de mineração #161823 - 0.700 CMP - 2018-10-19","1.274",""
"19/10/2018 19:39:33","Bônus Mineração - Contrato de mineração #161814 - 0.200 CMP - 2018-10-19","0.364",""
"19/10/2018 19:39:33","Bônus Mineração - Contrato de mineração #161811 - 0.200 CMP - 2018-10-19","0.364",""
"19/10/2018 19:39:32","Bônus Mineração - Contrato de mineração #161808 - 0.200 CMP - 2018-10-19","0.364",""
"19/10/2018 19:39:32","Bônus Mineração - Contrato de mineração #161796 - 0.300 CMP - 2018-10-19","0.546",""
"19/10/2018 18:42:18","Bônus Mineração - Contrato de mineração #94150 - 1.200 CMP - 2018-10-19","2.172",""
"19/10/2018 09:32:37","Pagamento Pedido DRO2VN","66",""
"18/10/2018 12:17:15","Bônus Mineração - Contrato de mineração #199570 - 4.700 CMP - 2018-10-18","8.554",""
"18/10/2018 12:15:52","Bônus Mineração - Contrato de mineração #197274 - 6.300 CMP - 2018-10-18","11.466",""
"18/10/2018 12:15:37","Bônus Mineração - Contrato de mineração #196861 - 0.300 CMP - 2018-10-18","0.546",""
"18/10/2018 12:14:31","Bônus Mineração - Contrato de mineração #195041 - 1.500 CMP - 2018-10-18","2.73",""
"18/10/2018 12:05:41","Bônus Mineração - Contrato de mineração #181659 - 0.100 CMP - 2018-10-18","0.182",""
"18/10/2018 12:01:02","Bônus Mineração - Contrato de mineração #174017 - 0.400 CMP - 2018-10-18","0.728",""
"18/10/2018 12:01:00","Bônus Mineração - Contrato de mineração #173977 - 0.300 CMP - 2018-10-18","0.546",""
"18/10/2018 11:58:57","Bônus Mineração - Contrato de mineração #170476 - 0.300 CMP - 2018-10-18","0.546",""
"18/10/2018 11:58:56","Bônus Mineração - Contrato de mineração #170446 - 0.500 CMP - 2018-10-18","0.91",""
"18/10/2018 10:33:52","Bônus Mineração - Contrato de mineração #170075 - 1.500 CMP - 2018-10-18","2.73",""
"18/10/2018 10:28:15","Bônus Mineração - Contrato de mineração #161823 - 0.700 CMP - 2018-10-18","1.274",""
"18/10/2018 10:28:15","Bônus Mineração - Contrato de mineração #161814 - 0.200 CMP - 2018-10-18","0.364",""
"18/10/2018 10:28:14","Bônus Mineração - Contrato de mineração #161811 - 0.200 CMP - 2018-10-18","0.364",""
"18/10/2018 10:28:14","Bônus Mineração - Contrato de mineração #161808 - 0.200 CMP - 2018-10-18","0.364",""
"18/10/2018 10:28:14","Bônus Mineração - Contrato de mineração #161796 - 0.300 CMP - 2018-10-18","0.546",""
"18/10/2018 09:42:44","Bônus Mineração - Contrato de mineração #94150 - 1.200 CMP - 2018-10-18","2.172",""
"17/10/2018 17:30:05","Bônus Mineração - Contrato de mineração #199570 - 4.700 CMP - 2018-10-17","8.601000000000001",""
"17/10/2018 17:28:09","Bônus Mineração - Contrato de mineração #197274 - 6.300 CMP - 2018-10-17","11.529",""
"17/10/2018 17:27:49","Bônus Mineração - Contrato de mineração #196861 - 0.300 CMP - 2018-10-17","0.549",""
"17/10/2018 17:26:30","Bônus Mineração - Contrato de mineração #195041 - 1.500 CMP - 2018-10-17","2.745",""
"17/10/2018 17:14:59","Bônus Mineração - Contrato de mineração #181659 - 0.100 CMP - 2018-10-17","0.183",""
"17/10/2018 17:09:15","Bônus Mineração - Contrato de mineração #174017 - 0.400 CMP - 2018-10-17","0.732",""
"17/10/2018 17:09:13","Bônus Mineração - Contrato de mineração #173977 - 0.300 CMP - 2018-10-17","0.549",""
"17/10/2018 17:06:41","Bônus Mineração - Contrato de mineração #170476 - 0.300 CMP - 2018-10-17","0.549",""
"17/10/2018 17:06:40","Bônus Mineração - Contrato de mineração #170446 - 0.500 CMP - 2018-10-17","0.915",""
"17/10/2018 15:09:57","Bônus Residual 2018-10-10 - 2018-10-16 - AlcidesJrd Contrato 156698 TH/s 0.300 level 2","0.04809",""
"17/10/2018 15:09:56","Bônus Residual 2018-10-10 - 2018-10-16 - AlcidesJre Contrato 156688 TH/s 0.300 level 2","0.04809",""
"17/10/2018 15:09:55","Bônus Residual 2018-10-10 - 2018-10-16 - AlcidesJr Contrato 156673 TH/s 0.100 level 1","0.01603",""
"17/10/2018 14:40:33","Bônus Mineração - Contrato de mineração #170075 - 1.500 CMP - 2018-10-17","2.715",""
"17/10/2018 14:33:35","Bônus Mineração - Contrato de mineração #161823 - 0.700 CMP - 2018-10-17","1.267",""
"17/10/2018 14:33:35","Bônus Mineração - Contrato de mineração #161814 - 0.200 CMP - 2018-10-17","0.362",""
"17/10/2018 14:33:34","Bônus Mineração - Contrato de mineração #161811 - 0.200 CMP - 2018-10-17","0.362",""
"17/10/2018 14:33:34","Bônus Mineração - Contrato de mineração #161808 - 0.200 CMP - 2018-10-17","0.362",""
