"Data","Descrição","Valor",""
"27/10/2018 19:03:22","Bônus Mineração - Contrato de mineração #93280 - 0.100 CMP - 2018-10-27","0.181",""
"26/10/2018 13:33:48","Bônus Mineração - Contrato de mineração #203462 - 0.010 CMP - 2018-10-26","0.018",""
"26/10/2018 13:33:47","Bônus Mineração - Contrato de mineração #203452 - 0.010 CMP - 2018-10-26","0.018",""
"26/10/2018 13:33:47","Bônus Mineração - Contrato de mineração #203450 - 0.010 CMP - 2018-10-26","0.018",""
"26/10/2018 13:31:19","Bônus Mineração - Contrato de mineração #199576 - 0.018 CMP - 2018-10-26","0.033",""
"26/10/2018 13:31:18","Bônus Mineração - Contrato de mineração #199571 - 0.047 CMP - 2018-10-26","0.08599999999999999",""
"26/10/2018 13:30:57","Bônus Mineração - Contrato de mineração #199167 - 0.029 CMP - 2018-10-26","0.053",""
"26/10/2018 13:29:10","Bônus Mineração - Contrato de mineração #197275 - 0.063 CMP - 2018-10-26","0.116",""
"26/10/2018 13:29:09","Bônus Mineração - Contrato de mineração #197249 - 0.063 CMP - 2018-10-26","0.116",""
"26/10/2018 13:27:43","Bônus Mineração - Contrato de mineração #195042 - 0.015 CMP - 2018-10-26","0.028",""
"26/10/2018 13:27:43","Bônus Mineração - Contrato de mineração #195017 - 0.015 CMP - 2018-10-26","0.028",""
"26/10/2018 13:27:42","Bônus Mineração - Contrato de mineração #194995 - 0.900 CMP - 2018-10-26","1.656",""
"26/10/2018 13:11:53","Bônus Mineração - Contrato de mineração #170452 - 0.100 CMP - 2018-10-26","0.184",""
"26/10/2018 11:31:46","Bônus Mineração - Contrato de mineração #170076 - 0.015 CMP - 2018-10-26","0.027",""
"26/10/2018 11:31:45","Bônus Mineração - Contrato de mineração #170028 - 0.015 CMP - 2018-10-26","0.027",""
"26/10/2018 11:31:31","Bônus Mineração - Contrato de mineração #161822 - 0.020 CMP - 2018-10-26","0.036",""
"26/10/2018 11:12:58","Bônus Mineração - Contrato de mineração #94151 - 0.012 CMP - 2018-10-26","0.021",""
"26/10/2018 11:12:49","Bônus Mineração - Contrato de mineração #93918 - 0.012 CMP - 2018-10-26","0.021",""
"26/10/2018 11:12:22","Bônus Mineração - Contrato de mineração #93280 - 0.100 CMP - 2018-10-26","0.179",""
"25/10/2018 22:27:23","Bônus Mineração - Contrato de mineração #203462 - 0.010 CMP - 2018-10-25","0.019",""
"25/10/2018 22:27:23","Bônus Mineração - Contrato de mineração #203452 - 0.010 CMP - 2018-10-25","0.019",""
"25/10/2018 22:27:23","Bônus Mineração - Contrato de mineração #203450 - 0.010 CMP - 2018-10-25","0.019",""
"25/10/2018 22:24:32","Bônus Mineração - Contrato de mineração #199576 - 0.018 CMP - 2018-10-25","0.034",""
"25/10/2018 22:24:32","Bônus Mineração - Contrato de mineração #199571 - 0.047 CMP - 2018-10-25","0.08799999999999999",""
"25/10/2018 22:24:16","Bônus Mineração - Contrato de mineração #199167 - 0.029 CMP - 2018-10-25","0.054",""
"25/10/2018 22:23:09","Bônus Mineração - Contrato de mineração #197275 - 0.063 CMP - 2018-10-25","0.118",""
"25/10/2018 22:23:08","Bônus Mineração - Contrato de mineração #197249 - 0.063 CMP - 2018-10-25","0.118",""
"25/10/2018 22:21:43","Bônus Mineração - Contrato de mineração #195042 - 0.015 CMP - 2018-10-25","0.028",""
"25/10/2018 22:21:42","Bônus Mineração - Contrato de mineração #195017 - 0.015 CMP - 2018-10-25","0.028",""
"25/10/2018 22:21:41","Bônus Mineração - Contrato de mineração #194995 - 0.900 CMP - 2018-10-25","1.683",""
"25/10/2018 22:06:21","Bônus Mineração - Contrato de mineração #170452 - 0.100 CMP - 2018-10-25","0.187",""
"25/10/2018 14:40:10","Bônus Mineração - Contrato de mineração #170076 - 0.015 CMP - 2018-10-25","0.027",""
"25/10/2018 14:40:10","Bônus Mineração - Contrato de mineração #170028 - 0.015 CMP - 2018-10-25","0.027",""
"25/10/2018 14:39:56","Bônus Mineração - Contrato de mineração #161822 - 0.020 CMP - 2018-10-25","0.036",""
"25/10/2018 14:21:43","Bônus Mineração - Contrato de mineração #94151 - 0.012 CMP - 2018-10-25","0.022",""
"25/10/2018 14:21:34","Bônus Mineração - Contrato de mineração #93918 - 0.012 CMP - 2018-10-25","0.022",""
"25/10/2018 14:21:09","Bônus Mineração - Contrato de mineração #93280 - 0.100 CMP - 2018-10-25","0.181",""
"24/10/2018 23:27:06","Bônus Mineração - Contrato de mineração #170076 - 0.015 CMP - 2018-10-24","0.027",""
"24/10/2018 23:27:06","Bônus Mineração - Contrato de mineração #170028 - 0.015 CMP - 2018-10-24","0.027",""
"24/10/2018 23:26:46","Bônus Mineração - Contrato de mineração #161822 - 0.020 CMP - 2018-10-24","0.036",""
"24/10/2018 23:05:18","Bônus Mineração - Contrato de mineração #94151 - 0.012 CMP - 2018-10-24","0.022",""
"24/10/2018 23:04:59","Bônus Mineração - Contrato de mineração #93918 - 0.012 CMP - 2018-10-24","0.022",""
"24/10/2018 23:04:34","Bônus Mineração - Contrato de mineração #93280 - 0.100 CMP - 2018-10-24","0.182",""
"24/10/2018 22:13:28","Bônus Mineração - Contrato de mineração #203462 - 0.010 CMP - 2018-10-24","0.019",""
"24/10/2018 22:13:27","Bônus Mineração - Contrato de mineração #203452 - 0.010 CMP - 2018-10-24","0.019",""
"24/10/2018 22:13:25","Bônus Mineração - Contrato de mineração #203450 - 0.010 CMP - 2018-10-24","0.019",""
"24/10/2018 22:10:39","Bônus Mineração - Contrato de mineração #199576 - 0.018 CMP - 2018-10-24","0.033",""
"24/10/2018 22:10:38","Bônus Mineração - Contrato de mineração #199571 - 0.047 CMP - 2018-10-24","0.08699999999999999",""
"24/10/2018 22:10:17","Bônus Mineração - Contrato de mineração #199167 - 0.029 CMP - 2018-10-24","0.054",""
"24/10/2018 22:09:00","Bônus Mineração - Contrato de mineração #197275 - 0.063 CMP - 2018-10-24","0.117",""
"24/10/2018 22:08:59","Bônus Mineração - Contrato de mineração #197249 - 0.063 CMP - 2018-10-24","0.117",""
"24/10/2018 22:07:05","Bônus Mineração - Contrato de mineração #195042 - 0.015 CMP - 2018-10-24","0.028",""
"24/10/2018 22:07:04","Bônus Mineração - Contrato de mineração #195017 - 0.015 CMP - 2018-10-24","0.028",""
"24/10/2018 22:07:03","Bônus Mineração - Contrato de mineração #194995 - 0.900 CMP - 2018-10-24","1.674",""
"24/10/2018 21:50:29","Bônus Mineração - Contrato de mineração #170452 - 0.100 CMP - 2018-10-24","0.186",""
"24/10/2018 17:16:44","Bônus Residual 2018-10-17 - 2018-10-23 - roberto007D Contrato 94150 TH/s 1.200 level 1","0.19068",""
"24/10/2018 17:16:20","Bônus Residual 2018-10-17 - 2018-10-23 - robberto007E Contrato 93917 TH/s 1.200 level 1","0.19068",""
"24/10/2018 15:25:23","Pagamento Pedido 6NBUF3","240",""
"24/10/2018 15:19:49","Bônus Residual 2018-10-17 - 2018-10-23 - roberto007D Contrato 170075 TH/s 1.500 level 1","0.2394",""
"24/10/2018 15:19:47","Bônus Residual 2018-10-17 - 2018-10-23 - robberto007E Contrato 170027 TH/s 1.500 level 1","0.2394",""
"24/10/2018 15:03:59","Bônus Residual 2018-10-17 - 2018-10-23 - roberto007D Contrato 161823 TH/s 0.700 level 1","0.11172",""
"24/10/2018 15:03:58","Bônus Residual 2018-10-17 - 2018-10-23 - robberto007E Contrato 161821 TH/s 2.000 level 1","0.3192",""
"24/10/2018 15:03:58","Bônus Residual 2018-10-17 - 2018-10-23 - roberto007D Contrato 161814 TH/s 0.200 level 1","0.03192",""
"24/10/2018 15:03:57","Bônus Residual 2018-10-17 - 2018-10-23 - roberto007D Contrato 161811 TH/s 0.200 level 1","0.03192",""
"24/10/2018 15:03:57","Bônus Residual 2018-10-17 - 2018-10-23 - roberto007D Contrato 161808 TH/s 0.200 level 1","0.03192",""
"24/10/2018 15:03:56","Bônus Residual 2018-10-17 - 2018-10-23 - roberto007D Contrato 161796 TH/s 0.300 level 1","0.04788",""
"24/10/2018 14:57:37","Pagamento Pedido CN4Y3I","240",""
"24/10/2018 14:53:43","Bônus Residual 2018-10-17 - 2018-10-23 - AlcidesJrd Contrato 156698 TH/s 0.300 level 3","0.04788",""
"24/10/2018 14:53:42","Bônus Residual 2018-10-17 - 2018-10-23 - AlcidesJre Contrato 156688 TH/s 0.300 level 3","0.04788",""
"24/10/2018 14:53:41","Bônus Residual 2018-10-17 - 2018-10-23 - AlcidesJr Contrato 156673 TH/s 0.100 level 2","0.01596",""
"24/10/2018 13:28:57","Bônus Indicação PE(EHT5FB) - PRO(Customized Profit Multi)","4",""
"24/10/2018 13:28:57","Pagamento Pedido EHT5FB","40",""
"24/10/2018 12:39:10","Bônus Residual 2018-10-17 - 2018-10-23 - frederico007d Contrato 212391 TH/s 0.500 level 2","0.08085000000000001",""
"24/10/2018 12:37:14","Bônus Residual 2018-10-17 - 2018-10-23 - frederico007d Contrato 211327 TH/s 0.500 level 2","0.08085000000000001",""
"24/10/2018 12:37:14","Bônus Residual 2018-10-17 - 2018-10-23 - frederico007d Contrato 211322 TH/s 2.100 level 2","0.33957",""
"24/10/2018 12:37:11","Bônus Residual 2018-10-17 - 2018-10-23 - frederico007e Contrato 211296 TH/s 3.100 level 2","0.50127",""
"24/10/2018 12:37:11","Bônus Residual 2018-10-17 - 2018-10-23 - anamaria007d Contrato 211287 TH/s 3.100 level 2","0.50127",""
"24/10/2018 12:37:10","Bônus Residual 2018-10-17 - 2018-10-23 - anamaria007e Contrato 211281 TH/s 3.100 level 2","0.50127",""
"24/10/2018 12:22:54","Bônus Residual 2018-10-17 - 2018-10-23 - frederico007d Contrato 204202 TH/s 1.000 level 2","0.1617",""
"24/10/2018 12:22:54","Bônus Residual 2018-10-17 - 2018-10-23 - anamaria007e Contrato 204200 TH/s 1.000 level 2","0.1617",""
"24/10/2018 12:22:52","Bônus Residual 2018-10-17 - 2018-10-23 - frederico007e Contrato 204184 TH/s 0.700 level 2","0.11319",""
"24/10/2018 12:22:52","Bônus Residual 2018-10-17 - 2018-10-23 - anamaria007d Contrato 204178 TH/s 1.000 level 2","0.1617",""
"24/10/2018 12:22:45","Bônus Residual 2018-10-17 - 2018-10-23 - frederico007e Contrato 204121 TH/s 0.300 level 2","0.04851",""
"24/10/2018 12:21:39","Bônus Residual 2018-10-17 - 2018-10-23 - Frederico007 Contrato 203461 TH/s 1.000 level 1","0.1617",""
"24/10/2018 12:21:38","Bônus Residual 2018-10-17 - 2018-10-23 - Anamaria007 Contrato 203451 TH/s 1.000 level 1","0.1617",""
"24/10/2018 12:21:38","Bônus Residual 2018-10-17 - 2018-10-23 - Anamaria007 Contrato 203449 TH/s 1.000 level 1","0.1617",""
"24/10/2018 12:14:15","Bônus Residual 2018-10-17 - 2018-10-23 - robberto007E Contrato 199575 TH/s 1.800 level 1","0.29106",""
"24/10/2018 12:14:14","Bônus Residual 2018-10-17 - 2018-10-23 - roberto007D Contrato 199570 TH/s 4.700 level 1","0.7599900000000001",""
"24/10/2018 12:13:21","Bônus Residual 2018-10-17 - 2018-10-23 - robberto007E Contrato 199166 TH/s 2.900 level 1","0.46893",""
"24/10/2018 12:09:29","Bônus Residual 2018-10-17 - 2018-10-23 - roberto007D Contrato 197274 TH/s 6.300 level 1","1.01871",""
"24/10/2018 12:09:27","Bônus Residual 2018-10-17 - 2018-10-23 - robberto007E Contrato 197248 TH/s 6.300 level 1","1.01871",""
"24/10/2018 12:08:46","Bônus Residual 2018-10-17 - 2018-10-23 - robberto007E Contrato 196889 TH/s 0.300 level 1","0.04851",""
"24/10/2018 12:08:43","Bônus Residual 2018-10-17 - 2018-10-23 - roberto007D Contrato 196861 TH/s 0.300 level 1","0.04851",""
"24/10/2018 12:04:54","Bônus Residual 2018-10-17 - 2018-10-23 - roberto007D Contrato 195041 TH/s 1.500 level 1","0.24255",""
"24/10/2018 12:04:52","Bônus Residual 2018-10-17 - 2018-10-23 - robberto007E Contrato 195016 TH/s 1.500 level 1","0.24255",""
"24/10/2018 11:39:20","Bônus Residual 2018-10-17 - 2018-10-23 - roberto007D Contrato 181659 TH/s 0.100 level 1","0.01617",""
"24/10/2018 11:39:18","Bônus Residual 2018-10-17 - 2018-10-23 - robberto007E Contrato 181641 TH/s 0.100 level 1","0.01617",""
"24/10/2018 11:24:12","Bônus Residual 2018-10-17 - 2018-10-23 - roberto007D Contrato 174017 TH/s 0.400 level 1","0.06468",""
"24/10/2018 11:24:11","Bônus Residual 2018-10-17 - 2018-10-23 - robberto007E Contrato 174006 TH/s 0.400 level 1","0.06468",""
"24/10/2018 11:24:08","Bônus Residual 2018-10-17 - 2018-10-23 - roberto007D Contrato 173977 TH/s 0.300 level 1","0.04851",""
"24/10/2018 11:21:11","Bônus Residual 2018-10-17 - 2018-10-23 - luizmf13d Contrato 172531 TH/s 0.100 level 2","0.01617",""
"24/10/2018 11:21:11","Bônus Residual 2018-10-17 - 2018-10-23 - luizmf13e Contrato 172527 TH/s 0.100 level 2","0.01617",""
"24/10/2018 11:21:09","Bônus Residual 2018-10-17 - 2018-10-23 - luizmf13 Contrato 172513 TH/s 0.100 level 1","0.01617",""
"24/10/2018 11:17:23","Bônus Residual 2018-10-17 - 2018-10-23 - roberto007D Contrato 170476 TH/s 0.300 level 1","0.04851",""
"24/10/2018 11:17:22","Bônus Residual 2018-10-17 - 2018-10-23 - robberto007E Contrato 170474 TH/s 0.300 level 1","0.04851",""
"24/10/2018 11:17:19","Bônus Residual 2018-10-17 - 2018-10-23 - robberto007E Contrato 170451 TH/s 0.500 level 1","0.08085000000000001",""
"24/10/2018 11:17:19","Bônus Residual 2018-10-17 - 2018-10-23 - roberto007D Contrato 170446 TH/s 0.500 level 1","0.08085000000000001",""
"24/10/2018 11:17:16","Bônus Residual 2018-10-17 - 2018-10-23 - frederico007e Contrato 170421 TH/s 0.100 level 2","0.01617",""
"24/10/2018 11:17:13","Bônus Residual 2018-10-17 - 2018-10-23 - frederico007d Contrato 170419 TH/s 0.100 level 2","0.01617",""
"24/10/2018 11:17:13","Bônus Residual 2018-10-17 - 2018-10-23 - Frederico007 Contrato 170417 TH/s 0.100 level 1","0.01617",""
"24/10/2018 11:17:12","Bônus Residual 2018-10-17 - 2018-10-23 - Anamaria007 Contrato 170413 TH/s 0.100 level 1","0.01617",""
"24/10/2018 11:17:12","Bônus Residual 2018-10-17 - 2018-10-23 - anamaria007d Contrato 170409 TH/s 0.100 level 2","0.01617",""
"24/10/2018 11:17:12","Bônus Residual 2018-10-17 - 2018-10-23 - anamaria007e Contrato 170406 TH/s 0.100 level 2","0.01617",""
"24/10/2018 03:06:52","Bônus Performance - Coordinator","100",""
"24/10/2018 02:05:45","Team Bonus 24/10/2018","148.8",""
"23/10/2018 19:03:33","Bônus Mineração - Contrato de mineração #203462 - 0.010 CMP - 2018-10-23","0.019",""
"23/10/2018 19:03:32","Bônus Mineração - Contrato de mineração #203452 - 0.010 CMP - 2018-10-23","0.019",""
"23/10/2018 19:03:32","Bônus Mineração - Contrato de mineração #203450 - 0.010 CMP - 2018-10-23","0.019",""
"23/10/2018 18:59:34","Bônus Mineração - Contrato de mineração #199576 - 0.018 CMP - 2018-10-23","0.034",""
"23/10/2018 18:59:34","Bônus Mineração - Contrato de mineração #199571 - 0.047 CMP - 2018-10-23","0.08799999999999999",""
"23/10/2018 18:59:14","Bônus Mineração - Contrato de mineração #199167 - 0.029 CMP - 2018-10-23","0.054",""
"23/10/2018 18:57:30","Bônus Mineração - Contrato de mineração #197275 - 0.063 CMP - 2018-10-23","0.118",""
"23/10/2018 18:57:29","Bônus Mineração - Contrato de mineração #197249 - 0.063 CMP - 2018-10-23","0.118",""
"23/10/2018 18:55:25","Bônus Mineração - Contrato de mineração #195042 - 0.015 CMP - 2018-10-23","0.028",""
"23/10/2018 18:55:24","Bônus Mineração - Contrato de mineração #195017 - 0.015 CMP - 2018-10-23","0.028",""
"23/10/2018 18:55:22","Bônus Mineração - Contrato de mineração #194995 - 0.900 CMP - 2018-10-23","1.683",""
"23/10/2018 18:32:32","Bônus Mineração - Contrato de mineração #170452 - 0.100 CMP - 2018-10-23","0.187",""
"23/10/2018 15:17:09","Bônus Mineração - Contrato de mineração #170076 - 0.015 CMP - 2018-10-23","0.027",""
"23/10/2018 15:17:09","Bônus Mineração - Contrato de mineração #170028 - 0.015 CMP - 2018-10-23","0.027",""
"23/10/2018 15:16:56","Bônus Mineração - Contrato de mineração #161822 - 0.020 CMP - 2018-10-23","0.036",""
"23/10/2018 14:59:20","Bônus Mineração - Contrato de mineração #94151 - 0.012 CMP - 2018-10-23","0.021",""
"23/10/2018 14:59:09","Bônus Mineração - Contrato de mineração #93918 - 0.012 CMP - 2018-10-23","0.021",""
"23/10/2018 14:58:40","Bônus Mineração - Contrato de mineração #93280 - 0.100 CMP - 2018-10-23","0.179",""
"23/10/2018 09:44:03","Pagamento Pedido ENZWCR","200",""
"22/10/2018 18:48:23","Bônus Mineração - Contrato de mineração #203462 - 0.010 CMP - 2018-10-22","0.019",""
